occupancy_date,occupied_beds,occupied_rooms,location_city,sector,program_model,service_user_count,occupancy_rate_rooms,capacity_actual_room,overnight_service_type
2022-08-13,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-08-13,11,NA,Etobicoke,Youth,Transitional,11,NA,NA,Shelter
2022-08-13,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-08-13,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-08-14,NA,80,Toronto,Families,Emergency,325,100,80,Motel/Hotel Shelter
2022-08-14,NA,25,Toronto,Mixed Adult,Emergency,49,100,25,Motel/Hotel Shelter
2022-08-14,7,NA,Toronto,Mixed Adult,Emergency,7,NA,NA,Shelter
2022-08-14,NA,78,North York,Families,Emergency,258,98.73,79,Motel/Hotel Shelter
2022-08-14,NA,133,North York,Families,Emergency,443,99.25,134,Motel/Hotel Shelter
2022-08-14,NA,12,North York,Mixed Adult,Emergency,12,100,12,Motel/Hotel Shelter
2022-08-14,NA,146,Etobicoke,Mixed Adult,Emergency,152,100,146,Motel/Hotel Shelter
2022-08-14,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-08-14,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-08-14,14,NA,Toronto,Men,Emergency,14,NA,NA,Shelter
2022-08-14,NA,23,Toronto,Families,Emergency,60,100,23,Shelter
2022-08-14,NA,63,Toronto,Families,Emergency,209,100,63,Shelter
2022-08-14,NA,10,North York,Families,Emergency,20,100,10,Motel/Hotel Shelter
2022-08-14,NA,81,North York,Mixed Adult,Emergency,81,100,81,Motel/Hotel Shelter
2022-08-14,NA,13,North York,Families,Emergency,26,100,13,Motel/Hotel Shelter
2022-08-14,NA,75,North York,Mixed Adult,Emergency,75,100,75,Motel/Hotel Shelter
2022-08-14,11,NA,Toronto,Men,Transitional,11,NA,NA,Shelter
2022-08-14,NA,72,Toronto,Mixed Adult,Emergency,138,100,72,Motel/Hotel Shelter
2022-08-14,NA,101,Scarborough,Women,Emergency,101,100,101,Motel/Hotel Shelter
2022-08-14,NA,36,Toronto,Families,Emergency,126,100,36,Shelter
2022-08-14,NA,46,Toronto,Families,Emergency,137,100,46,Motel/Hotel Shelter
2022-08-14,NA,19,Toronto,Families,Emergency,53,100,19,Motel/Hotel Shelter
2022-08-14,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-08-14,34,NA,Toronto,Men,Transitional,34,NA,NA,Shelter
2022-08-14,NA,64,Vaughan,Mixed Adult,Emergency,67,95.52,67,Motel/Hotel Shelter
2022-08-14,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-08-14,63,NA,Toronto,Men,Emergency,63,NA,NA,Shelter
2022-08-14,NA,29,Toronto,Families,Emergency,69,100,29,Shelter
2022-08-14,NA,94,,Mixed Adult,Emergency,136,100,94,Motel/Hotel Shelter
2022-08-14,NA,6,,Mixed Adult,Emergency,7,100,6,Isolation/Recovery Site
2022-08-14,NA,25,,Mixed Adult,Emergency,29,89.29,28,Isolation/Recovery Site
2022-08-14,NA,22,Scarborough,Mixed Adult,Emergency,44,100,22,Motel/Hotel Shelter
2022-08-14,93,NA,Toronto,Mixed Adult,Transitional,93,NA,NA,Shelter
2022-08-14,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-08-14,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-08-14,79,NA,Toronto,Men,Emergency,79,NA,NA,Shelter
2022-08-14,9,NA,Toronto,Men,Emergency,9,NA,NA,Shelter
2022-08-14,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-08-14,46,NA,Toronto,Men,Emergency,46,NA,NA,Shelter
2022-08-14,27,NA,Toronto,Mixed Adult,Transitional,27,NA,NA,Shelter
2022-08-14,NA,63,Toronto,Mixed Adult,Emergency,73,98.44,64,Motel/Hotel Shelter
2022-08-14,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-08-14,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-08-14,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-14,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-08-14,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-08-14,54,NA,Toronto,Youth,Emergency,54,NA,NA,Shelter
2022-08-14,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-08-14,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-08-14,45,NA,Scarborough,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-08-14,NA,207,Toronto,Mixed Adult,Emergency,216,93.67,221,Motel/Hotel Shelter
2022-08-14,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-08-14,NA,89,Toronto,Mixed Adult,Emergency,89,98.89,90,Motel/Hotel Shelter
2022-08-14,NA,50,Toronto,Mixed Adult,Emergency,54,100,50,Motel/Hotel Shelter
2022-08-14,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-14,47,NA,Toronto,Youth,Transitional,47,NA,NA,Shelter
2022-08-14,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-08-14,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-08-14,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-08-14,8,NA,Toronto,Mixed Adult,Transitional,8,NA,NA,Shelter
2022-08-14,35,NA,Toronto,Women,Transitional,35,NA,NA,Shelter
2022-08-14,23,NA,Toronto,Women,Transitional,23,NA,NA,Shelter
2022-08-14,44,NA,Toronto,Women,Emergency,44,NA,NA,24-Hour Women's Drop-in
2022-08-14,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-08-14,52,NA,Toronto,Mixed Adult,Emergency,52,NA,NA,Shelter
2022-08-14,NA,269,North York,Mixed Adult,Emergency,286,100,269,Motel/Hotel Shelter
2022-08-14,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-08-14,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-08-14,26,NA,Toronto,Youth,Transitional,26,NA,NA,Shelter
2022-08-14,21,NA,Toronto,Men,Transitional,21,NA,NA,Shelter
2022-08-14,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-08-14,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-08-14,NA,45,Toronto,Men,Emergency,45,100,45,Motel/Hotel Shelter
2022-08-14,46,NA,Toronto,Women,Emergency,46,NA,NA,Shelter
2022-08-14,NA,92,Toronto,Mixed Adult,Emergency,105,100,92,Motel/Hotel Shelter
2022-08-14,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-08-14,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-08-14,31,NA,Toronto,Women,Emergency,31,NA,NA,Shelter
2022-08-14,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,Shelter
2022-08-14,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-08-14,NA,229,Toronto,Mixed Adult,Emergency,263,100,229,Motel/Hotel Shelter
2022-08-14,NA,318,Scarborough,Mixed Adult,Emergency,362,100,318,Motel/Hotel Shelter
2022-08-14,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-08-14,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-08-14,69,NA,North York,Mixed Adult,Emergency,69,NA,NA,Shelter
2022-08-14,128,NA,North York,Men,Emergency,128,NA,NA,Shelter
2022-08-14,40,NA,North York,Women,Emergency,40,NA,NA,Shelter
2022-08-14,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-08-14,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-08-14,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-08-14,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-08-14,11,NA,Toronto,Men,Transitional,11,NA,NA,Shelter
2022-08-14,8,NA,Toronto,Youth,Emergency,8,NA,NA,Shelter
2022-08-14,NA,10,Toronto,Youth,Emergency,10,71.43,14,Motel/Hotel Shelter
2022-08-14,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-08-14,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-08-14,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-08-14,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-08-14,26,NA,Toronto,Women,Transitional,26,NA,NA,Shelter
2022-08-14,18,NA,Toronto,Mixed Adult,Emergency,18,NA,NA,24-Hour Respite Site
2022-08-14,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-08-14,NA,30,Toronto,Men,Emergency,30,100,30,Motel/Hotel Shelter
2022-08-14,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-08-14,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-08-14,NA,75,Toronto,Families,Transitional,229,97.4,77,Shelter
2022-08-14,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-08-14,NA,21,Toronto,Families,Transitional,59,100,21,Shelter
2022-08-14,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-08-14,NA,71,North York,Women,Emergency,71,100,71,Motel/Hotel Shelter
2022-08-14,54,NA,Toronto,Men,Emergency,54,NA,NA,Shelter
2022-08-14,NA,128,Scarborough,Men,Emergency,128,100,128,Motel/Hotel Shelter
2022-08-14,223,NA,Toronto,Men,Emergency,223,NA,NA,Shelter
2022-08-14,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-08-14,NA,76,North York,Men,Emergency,76,100,76,Motel/Hotel Shelter
2022-08-14,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-08-14,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-08-14,56,NA,Toronto,Men,Emergency,56,NA,NA,Shelter
2022-08-14,NA,3,Toronto,Families,Emergency,10,100,3,Shelter
2022-08-14,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-08-14,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-08-14,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,24-Hour Respite Site
2022-08-14,12,NA,,Women,Emergency,12,NA,NA,Shelter
2022-08-14,NA,25,Toronto,Families,Emergency,85,100,25,Shelter
2022-08-14,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-08-14,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-08-14,25,NA,Toronto,Youth,Transitional,25,NA,NA,Shelter
2022-08-14,25,NA,Toronto,Women,Emergency,25,NA,NA,Shelter
2022-08-14,23,NA,Toronto,Youth,Emergency,23,NA,NA,Shelter
2022-08-14,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-08-14,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-08-14,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-08-14,11,NA,Etobicoke,Youth,Transitional,11,NA,NA,Shelter
2022-08-14,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-08-14,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-08-15,NA,80,Toronto,Families,Emergency,325,100,80,Motel/Hotel Shelter
2022-08-15,NA,25,Toronto,Mixed Adult,Emergency,50,100,25,Motel/Hotel Shelter
2022-08-15,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-08-15,NA,78,North York,Families,Emergency,258,100,78,Motel/Hotel Shelter
2022-08-15,NA,132,North York,Families,Emergency,441,100,132,Motel/Hotel Shelter
2022-08-15,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-08-15,NA,146,Etobicoke,Mixed Adult,Emergency,152,100,146,Motel/Hotel Shelter
2022-08-15,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-08-15,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-08-15,14,NA,Toronto,Men,Emergency,14,NA,NA,Shelter
2022-08-15,NA,23,Toronto,Families,Emergency,60,100,23,Shelter
2022-08-15,NA,62,Toronto,Families,Emergency,207,100,62,Shelter
2022-08-15,NA,10,North York,Families,Emergency,20,90.91,11,Motel/Hotel Shelter
2022-08-15,NA,81,North York,Mixed Adult,Emergency,81,100,81,Motel/Hotel Shelter
2022-08-15,NA,13,North York,Families,Emergency,26,100,13,Motel/Hotel Shelter
2022-08-15,NA,75,North York,Mixed Adult,Emergency,75,100,75,Motel/Hotel Shelter
2022-08-15,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-08-15,NA,72,Toronto,Mixed Adult,Emergency,138,100,72,Motel/Hotel Shelter
2022-08-15,NA,103,Scarborough,Women,Emergency,103,100,103,Motel/Hotel Shelter
2022-08-15,NA,37,Toronto,Families,Emergency,128,100,37,Shelter
2022-08-15,NA,44,Toronto,Families,Emergency,135,97.78,45,Motel/Hotel Shelter
2022-08-15,NA,19,Toronto,Families,Emergency,53,100,19,Motel/Hotel Shelter
2022-08-15,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-08-15,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-08-15,NA,64,Vaughan,Mixed Adult,Emergency,67,95.52,67,Motel/Hotel Shelter
2022-08-15,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-08-15,62,NA,Toronto,Men,Emergency,62,NA,NA,Shelter
2022-08-15,NA,29,Toronto,Families,Emergency,69,100,29,Shelter
2022-08-15,NA,94,,Mixed Adult,Emergency,136,100,94,Motel/Hotel Shelter
2022-08-15,NA,4,,Mixed Adult,Emergency,5,66.67,6,Isolation/Recovery Site
2022-08-15,NA,21,,Mixed Adult,Emergency,25,72.41,29,Isolation/Recovery Site
2022-08-15,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-08-15,93,NA,Toronto,Mixed Adult,Transitional,93,NA,NA,Shelter
2022-08-15,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-08-15,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-08-15,80,NA,Toronto,Men,Emergency,80,NA,NA,Shelter
2022-08-15,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-08-15,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-08-15,49,NA,Toronto,Men,Emergency,49,NA,NA,Shelter
2022-08-15,25,NA,Toronto,Mixed Adult,Transitional,25,NA,NA,Shelter
2022-08-15,NA,64,Toronto,Mixed Adult,Emergency,75,98.46,65,Motel/Hotel Shelter
2022-08-15,8,NA,Toronto,Women,Emergency,8,NA,NA,Shelter
2022-08-15,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-08-15,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-15,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-08-15,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-08-15,54,NA,Toronto,Youth,Emergency,54,NA,NA,Shelter
2022-08-15,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-08-15,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-08-15,45,NA,Scarborough,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-08-15,NA,207,Toronto,Mixed Adult,Emergency,216,93.67,221,Motel/Hotel Shelter
2022-08-15,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-08-15,NA,89,Toronto,Mixed Adult,Emergency,89,98.89,90,Motel/Hotel Shelter
2022-08-15,NA,50,Toronto,Mixed Adult,Emergency,54,100,50,Motel/Hotel Shelter
2022-08-15,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-15,47,NA,Toronto,Youth,Transitional,47,NA,NA,Shelter
2022-08-15,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-08-15,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-08-15,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-08-15,8,NA,Toronto,Mixed Adult,Transitional,8,NA,NA,Shelter
2022-08-15,35,NA,Toronto,Women,Transitional,35,NA,NA,Shelter
2022-08-15,23,NA,Toronto,Women,Transitional,23,NA,NA,Shelter
2022-08-15,44,NA,Toronto,Women,Emergency,44,NA,NA,24-Hour Women's Drop-in
2022-08-15,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-08-15,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-08-15,NA,268,North York,Mixed Adult,Emergency,287,100,268,Motel/Hotel Shelter
2022-08-15,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-08-15,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-08-15,26,NA,Toronto,Youth,Transitional,26,NA,NA,Shelter
2022-08-15,23,NA,Toronto,Men,Transitional,23,NA,NA,Shelter
2022-08-15,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-08-15,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-08-15,NA,45,Toronto,Men,Emergency,45,100,45,Motel/Hotel Shelter
2022-08-15,45,NA,Toronto,Women,Emergency,45,NA,NA,Shelter
2022-08-15,NA,91,Toronto,Mixed Adult,Emergency,103,98.91,92,Motel/Hotel Shelter
2022-08-15,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-08-15,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-08-15,31,NA,Toronto,Women,Emergency,31,NA,NA,Shelter
2022-08-15,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,Shelter
2022-08-15,NA,83,Toronto,Mixed Adult,Transitional,83,100,83,Motel/Hotel Shelter
2022-08-15,NA,230,Toronto,Mixed Adult,Emergency,265,100,230,Motel/Hotel Shelter
2022-08-15,NA,321,Scarborough,Mixed Adult,Emergency,366,100,321,Motel/Hotel Shelter
2022-08-15,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-08-15,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-08-15,69,NA,North York,Mixed Adult,Emergency,69,NA,NA,Shelter
2022-08-15,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-08-15,40,NA,North York,Women,Emergency,40,NA,NA,Shelter
2022-08-15,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-08-15,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-08-15,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-08-15,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-08-15,11,NA,Toronto,Men,Transitional,11,NA,NA,Shelter
2022-08-15,8,NA,Toronto,Youth,Emergency,8,NA,NA,Shelter
2022-08-15,NA,9,Toronto,Youth,Emergency,9,64.29,14,Motel/Hotel Shelter
2022-08-15,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-08-15,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-08-15,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-08-15,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-08-15,26,NA,Toronto,Women,Transitional,26,NA,NA,Shelter
2022-08-15,18,NA,Toronto,Mixed Adult,Emergency,18,NA,NA,24-Hour Respite Site
2022-08-15,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-08-15,NA,31,Toronto,Men,Emergency,31,100,31,Motel/Hotel Shelter
2022-08-15,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-08-15,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-08-15,NA,75,Toronto,Families,Transitional,229,97.4,77,Shelter
2022-08-15,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-08-15,NA,21,Toronto,Families,Transitional,59,100,21,Shelter
2022-08-15,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-08-15,NA,70,North York,Women,Emergency,70,98.59,71,Motel/Hotel Shelter
2022-08-15,54,NA,Toronto,Men,Emergency,54,NA,NA,Shelter
2022-08-15,NA,131,Scarborough,Men,Emergency,131,100,131,Motel/Hotel Shelter
2022-08-15,224,NA,Toronto,Men,Emergency,224,NA,NA,Shelter
2022-08-15,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-08-15,NA,76,North York,Men,Emergency,76,100,76,Motel/Hotel Shelter
2022-08-15,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-08-15,29,NA,Toronto,Women,Emergency,29,NA,NA,Shelter
2022-08-15,56,NA,Toronto,Men,Emergency,56,NA,NA,Shelter
2022-08-15,NA,3,Toronto,Families,Emergency,10,100,3,Shelter
2022-08-15,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-08-15,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-08-15,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,24-Hour Respite Site
2022-08-15,12,NA,,Women,Emergency,12,NA,NA,Shelter
2022-08-15,NA,25,Toronto,Families,Emergency,85,100,25,Shelter
2022-08-15,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-08-15,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-08-15,25,NA,Toronto,Youth,Transitional,25,NA,NA,Shelter
2022-08-15,25,NA,Toronto,Women,Emergency,25,NA,NA,Shelter
2022-08-15,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-08-15,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-08-15,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-08-15,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-08-15,11,NA,Etobicoke,Youth,Transitional,11,NA,NA,Shelter
2022-08-15,9,NA,Scarborough,Youth,Emergency,9,NA,NA,Shelter
2022-08-15,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-08-16,NA,80,Toronto,Families,Emergency,326,100,80,Motel/Hotel Shelter
2022-08-16,NA,25,Toronto,Mixed Adult,Emergency,50,100,25,Motel/Hotel Shelter
2022-08-16,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-08-16,NA,78,North York,Families,Emergency,258,100,78,Motel/Hotel Shelter
2022-08-16,NA,132,North York,Families,Emergency,441,100,132,Motel/Hotel Shelter
2022-08-16,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-08-16,NA,145,Etobicoke,Mixed Adult,Emergency,151,100,145,Motel/Hotel Shelter
2022-08-16,NA,40,Toronto,Men,Emergency,40,100,40,Motel/Hotel Shelter
2022-08-16,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-08-16,14,NA,Toronto,Men,Emergency,14,NA,NA,Shelter
2022-08-16,NA,23,Toronto,Families,Emergency,60,100,23,Shelter
2022-08-16,NA,62,Toronto,Families,Emergency,207,100,62,Shelter
2022-08-16,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-08-16,NA,83,North York,Mixed Adult,Emergency,83,100,83,Motel/Hotel Shelter
2022-08-16,NA,14,North York,Families,Emergency,28,100,14,Motel/Hotel Shelter
2022-08-16,NA,76,North York,Mixed Adult,Emergency,76,100,76,Motel/Hotel Shelter
2022-08-16,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-08-16,NA,72,Toronto,Mixed Adult,Emergency,140,100,72,Motel/Hotel Shelter
2022-08-16,NA,103,Scarborough,Women,Emergency,103,100,103,Motel/Hotel Shelter
2022-08-16,NA,38,Toronto,Families,Emergency,131,100,38,Shelter
2022-08-16,NA,45,Toronto,Families,Emergency,139,100,45,Motel/Hotel Shelter
2022-08-16,NA,17,Toronto,Families,Emergency,47,100,17,Motel/Hotel Shelter
2022-08-16,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-08-16,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-08-16,NA,65,Vaughan,Mixed Adult,Emergency,68,97.01,67,Motel/Hotel Shelter
2022-08-16,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-08-16,63,NA,Toronto,Men,Emergency,63,NA,NA,Shelter
2022-08-16,NA,29,Toronto,Families,Emergency,69,100,29,Shelter
2022-08-16,NA,97,,Mixed Adult,Emergency,141,100,97,Motel/Hotel Shelter
2022-08-16,NA,4,,Mixed Adult,Emergency,5,100,4,Isolation/Recovery Site
2022-08-16,NA,20,,Mixed Adult,Emergency,24,100,20,Isolation/Recovery Site
2022-08-16,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-08-16,92,NA,Toronto,Mixed Adult,Transitional,92,NA,NA,Shelter
2022-08-16,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-08-16,49,NA,Toronto,Men,Emergency,49,NA,NA,Shelter
2022-08-16,80,NA,Toronto,Men,Emergency,80,NA,NA,Shelter
2022-08-16,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-08-16,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-08-16,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-08-16,25,NA,Toronto,Mixed Adult,Transitional,25,NA,NA,Shelter
2022-08-16,NA,63,Toronto,Mixed Adult,Emergency,74,98.44,64,Motel/Hotel Shelter
2022-08-16,8,NA,Toronto,Women,Emergency,8,NA,NA,Shelter
2022-08-16,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-08-16,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-16,2,NA,Toronto,Youth,Transitional,2,NA,NA,Shelter
2022-08-16,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-08-16,54,NA,Toronto,Youth,Emergency,54,NA,NA,Shelter
2022-08-16,28,NA,Toronto,Youth,Transitional,28,NA,NA,Shelter
2022-08-16,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-08-16,45,NA,Scarborough,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-08-16,NA,207,Toronto,Mixed Adult,Emergency,216,93.67,221,Motel/Hotel Shelter
2022-08-16,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-08-16,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-08-16,NA,50,Toronto,Mixed Adult,Emergency,54,100,50,Motel/Hotel Shelter
2022-08-16,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-08-16,48,NA,Toronto,Youth,Transitional,48,NA,NA,Shelter
2022-08-16,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-08-16,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-08-16,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-08-16,8,NA,Toronto,Mixed Adult,Transitional,8,NA,NA,Shelter
2022-08-16,34,NA,Toronto,Women,Transitional,34,NA,NA,Shelter
